FEATURE_ID,FEATURE_NA,LATITUDE,LONGITUDE,OID_,FEATURE__1,FEATURE__2,FEATURE_CL,STATE_ALPH,STATE_NUME,COUNTY_NAM,COUNTY_NUM,PRIMARY_LA,PRIMARY_LO,PRIMARY__1,PRIMARY__2,SOURCE_LAT,SOURCE_LON,SOURCE_L_1,SOURCE_L_2,ELEVATION,MAP_NAME
      896877.000000,Sabinata Flat Arroyo,          33.020364,        -105.980268,378,896877,Sabinata Flat Arroyo,Arroyo,NM,35,Otero,35,330113N,1055849W,                 33,               -106,330148N,1055558W,33.03,-105.933,1379,Sabinata
      900046.000000,Arroyo Salitrar,          36.910846,        -106.748926,379,900046,Arroyo Salitrar,Arroyo,NM,35,Rio Arrib,39,365439N,1064456W,                 37,               -107,365522N,1064250W,36.92278,-106.714,2325,Chromo Mo
      900383.000000,Willow Draw,          33.600352,        -106.017495,380,900383,Willow Draw,Arroyo,NM,35,Lincoln,27,333601N,1060103W,                 34,               -106,333058N,1055042W,33.51619,-105.845,1506,Bull Gap
      900478.000000,Hughs Draw,          33.618963,        -105.893602,381,900478,Hughs Draw,Arroyo,NM,35,Lincoln,27,333708N,1055337W,                 34,               -106,333411N,1054911W,33.5698,-105.82,1665,Cub Mount
      900508.000000,Sacate Draw,          33.965347,        -105.947492,382,900508,Sacate Draw,Arroyo,NM,35,Socorro,53,335755N,1055651W,                 34,               -106,341110N,1054940W,34.18618,-105.828,1759,Dulce Dra
      900509.000000,Salinas Draw,          33.235080,        -106.047215,383,900509,Salinas Draw,Arroyo,NM,35,Otero,35,331406N,1060250W,                 33,               -106,331523N,1055517W,33.25647,-105.921,1390,Tularosa
      900510.000000,School Section Draw,          33.917014,        -106.114441,384,900510,School Section Draw,Arroyo,NM,35,Socorro,53,335501N,1060652W,                 34,               -106,335310N,1061227W,33.88618,-106.207,1893,Lovelace
      900511.000000,Sand Well Draw,          33.350634,        -106.124441,385,900511,Sand Well Draw,Arroyo,NM,35,Otero,35,332102N,1060728W,                 33,               -106,332216N,1055933W,33.37119,-105.992,1338,Three Riv
      900517.000000,Waterhole Draw,          33.158132,        -106.791682,386,900517,Waterhole Draw,Arroyo,NM,35,Sierra,51,330929N,1064730W,                 33,               -107,330954N,1064601W,33.165,-106.767,1771,Shannon C
      900518.000000,Willow Draw,          33.153132,        -106.799461,387,900518,Willow Draw,Arroyo,NM,35,Sierra,51,330911N,1064758W,                 33,               -107,331008N,1064630W,33.16889,-106.775,1742,Shannon C
      900521.000000,Lyons Draw,          32.857856,        -106.927793,388,900521,Lyons Draw,Arroyo,NM,35,Sierra,51,325128N,1065540W,                 33,               -107,325710N,1064039W,32.95286,-106.678,1348,Upham Hil
      900522.000000,Dry Draw,          32.790355,        -107.559751,389,900522,Dry Draw,Arroyo,NM,35,Sierra,51,324725N,1073335W,                 33,               -108,324911N,1073439W,32.81972,-107.578,1584,McClede M
      900524.000000,Guilez Draw,          33.010918,        -106.151383,390,900524,Guilez Draw,Arroyo,NM,35,Otero,35,330039N,1060905W,                 33,               -106,330220N,1060332W,33.03897,-106.059,1248,Tularosa
      900534.000000,Gilmore Draw,          32.767302,        -106.871957,391,900534,Gilmore Draw,Arroyo,NM,35,Dona Ana,13,324602N,1065219W,                 33,               -107,325347N,1063827W,32.89647,-106.641,1332,Gilmore D
      900537.000000,Harvey Draw,          33.863959,        -105.984437,392,900537,Harvey Draw,Arroyo,NM,35,Socorro,53,335150N,1055904W,                 34,               -106,335900N,1060319W,33.9834,-106.055,1677,Little Bl
      900589.000000,New Well Draw,          33.359244,        -106.119441,393,900589,New Well Draw,Arroyo,NM,35,Otero,35,332133N,1060710W,                 33,               -106,332326N,1060044W,33.39063,-106.012,1346,Three Riv
      900615.000000,South Fork Catron Wash,          35.778627,        -108.864533,394,900615,South Fork Catron Wash,Arroyo,NM,35,McKinley,31,354643N,1085152W,                 36,               -109,354541N,1085536W,35.76141,-108.927,1971,Tohatchi
      900616.000000,Owls Nest Wash,          35.776405,        -108.859811,395,900616,Owls Nest Wash,Arroyo,NM,35,McKinley,31,354635N,1085135W,                 36,               -109,354447N,1085547W,35.74641,-108.93,1965,Tohatchi
      900683.000000,North Mill Arroyo,          33.499797,        -106.125277,396,900683,North Mill Arroyo,Arroyo,NM,35,Lincoln,27,332959N,1060731W,                 33,               -106,332756N,1055429W,33.46563,-105.908,1404,Oscura
      900684.000000,Jackson Draw,          33.396188,        -106.144998,397,900684,Jackson Draw,Arroyo,NM,35,Lincoln,27,332346N,1060842W,                 33,               -106,332648N,1055937W,33.44674,-105.994,1342,Three Riv
      900688.000000,Rocky Arroyo,          33.281191,        -106.037771,398,900688,Rocky Arroyo,Arroyo,NM,35,Otero,35,331652N,1060216W,                 33,               -106,331659N,1055752W,33.28314,-105.964,1423,Three Riv
      900840.000000,Been Draw,          31.395107,        -108.659488,399,900840,Been Draw,Arroyo,NM,35,Hidalgo,23,312342N,1083934W,                 31,               -109,312150N,1084252W,31.364,-108.714,1507,San Luis
      900968.000000,Crawford Draw,          33.297023,        -106.070550,400,900968,Crawford Draw,Arroyo,NM,35,Otero,35,331749N,1060414W,                 33,               -106,331753N,1055351W,33.29814,-105.897,1379,Three Riv
      900992.000000,Carter Draw,          32.928975,        -106.085547,401,900992,Carter Draw,Arroyo,NM,35,Otero,35,325544N,1060508W,                 33,               -106,325752N,1060030W,32.96444,-106.008,1256,Malone Dr
      901004.000000,Boone Draw,          33.252580,        -106.110273,402,901004,Boone Draw,Arroyo,NM,35,Otero,35,331509N,1060637W,                 33,               -106,331850N,1055528W,33.31397,-105.924,1319,Three Riv
      901015.000000,Brushy Draw,          33.138965,        -106.817516,403,901015,Brushy Draw,Arroyo,NM,35,Sierra,51,330820N,1064903W,                 33,               -107,330916N,1064415W,33.15452,-106.738,1678,Shannon C
      901016.000000,Big Ditch Draw,          33.162020,        -106.829462,404,901016,Big Ditch Draw,Arroyo,NM,35,Sierra,51,330943N,1064946W,                 33,               -107,331016N,1064648W,33.17111,-106.78,1666,Shannon C
      901022.000000,Blackshire Draw,          32.817857,        -106.903903,405,901022,Blackshire Draw,Arroyo,NM,35,Sierra,51,324904N,1065414W,                 33,               -107,325758N,1064039W,32.96619,-106.678,1338,Upham Hil
      901029.000000,San Pedro Arroyo,          33.919233,        -106.837246,406,901029,San Pedro Arroyo,Arroyo,NM,35,Socorro,53,335509N,1065014W,                 34,               -107,335306N,1064202W,33.88507,-106.701,1394,San Anton
      901037.000000,Rocky Arroyo,          33.251747,        -106.110273,407,901037,Rocky Arroyo,Arroyo,NM,35,Otero,35,331506N,1060637W,                 33,               -106,331659N,1055752W,33.28314,-105.964,1318,Three Riv
      901045.000000,Laborcita Arroyo,          32.997308,        -105.998046,408,901045,Laborcita Arroyo,Arroyo,NM,35,Otero,35,325950N,1055953W,                 33,               -106,330043N,1055619W,33.01203,-105.939,1354,Alamogord
      901080.000000,Tonuco Draw,          32.614805,        -106.997237,409,901080,Tonuco Draw,Arroyo,NM,35,Dona Ana,13,323653N,1065950W,                 33,               -107,323557N,1065740W,32.59917,-106.961,1225,Selden Ca
      901107.000000,Aiken Draw,          31.393718,        -108.695044,410,901107,Aiken Draw,Arroyo,NM,35,Hidalgo,23,312337N,1084142W,                 31,               -109,312422N,1084308W,31.40611,-108.719,1549,San Luis
      901206.000000,Lynch Draw,          31.397051,        -108.656710,411,901206,Lynch Draw,Arroyo,NM,35,Hidalgo,23,312349N,1083924W,                 31,               -109,312613N,1084424W,31.43694,-108.74,1508,San Luis
      901207.000000,Eicks Draw,          31.438994,        -108.709490,412,901207,Eicks Draw,Arroyo,NM,35,Hidalgo,23,312620N,1084234W,                 31,               -109,312718N,1084520W,31.4551,-108.756,1598,San Luis
      901209.000000,New Well Draw,          31.603159,        -108.264483,413,901209,New Well Draw,Arroyo,NM,35,Hidalgo,23,313611N,1081552W,                 32,               -108,313513N,1081634W,31.58694,-108.276,1339,Sheridan
      901214.000000,Muscrath Draw,          31.661769,        -108.268096,414,901214,Muscrath Draw,Arroyo,NM,35,Hidalgo,23,313942N,1081605W,                 32,               -108,314345N,1081422W,31.72927,-108.239,1296,Hatchet R
      901221.000000,Kimble Draw,          32.257314,        -107.113347,415,901221,Kimble Draw,Arroyo,NM,35,Dona Ana,13,321526N,1070648W,                 32,               -107,322104N,1070505W,32.35111,-107.085,1335,Sleeping
      901223.000000,Dulce Draw,          33.907570,        -105.919436,416,901223,Dulce Draw,Arroyo,NM,35,Socorro,53,335427N,1055510W,                 34,               -106,340222N,1060219W,34.03951,-106.039,1739,Dulce Dra
      901225.000000,Little Lynch Draw,          31.410384,        -108.700600,417,901225,Little Lynch Draw,Arroyo,NM,35,Hidalgo,23,312437N,1084202W,                 31,               -109,312551N,1084456W,31.43083,-108.749,1562,San Luis
      901227.000000,Candler Draw,          32.342034,        -107.150571,418,901227,Candler Draw,Arroyo,NM,35,Dona Ana,13,322031N,1070902W,                 32,               -107,322454N,1070732W,32.41509,-107.126,1366,Magdalena
      902256.000000,Grayback Arroyo,          32.968406,        -107.508918,420,902256,Grayback Arroyo,Arroyo,NM,35,Sierra,51,325806N,1073032W,                 33,               -108,325821N,1073404W,32.9725,-107.568,1611,Hillsboro
      902938.000000,Abo Arroyo,          34.528674,        -106.779193,421,902938,Abo Arroyo,Arroyo,NM,35,Socorro,53,343143N,1064645W,                 35,               -107,343026N,1061524W,34.50729,-106.257,1449,Veguita
      903260.000000,Aragon Wash,          33.353682,        -107.292812,422,903260,Aragon Wash,Arroyo,NM,35,Sierra,51,332113N,1071734W,                 33,               -107,332847N,1072316W,33.47979,-107.388,1524,Huerfano
      903288.000000,Arroyo de la Baranca,          35.282818,        -106.597804,423,903288,Arroyo de la Baranca,Arroyo,NM,35,Sandoval,43,351658N,1063552W,                 35,               -107,352124N,1064157W,35.3567,-106.699,1536,Bernalill
      903296.000000,Arroyo de la Vega de los Tanos,          35.458646,        -106.419193,424,903296,Arroyo de la Vega de lo,Arroyo,NM,35,Sandoval,43,352731N,1062509W,                 35,               -106,352142N,1061434W,35.36171,-106.243,1565,San Felip
      903297.000000,Arroyo de las Lomitas Negras,          35.265319,        -106.609471,425,903297,Arroyo de las Lomitas N,Arroyo,NM,35,Sandoval,43,351555N,1063634W,                 35,               -107,351837N,1064046W,35.31032,-106.679,1537,Bernalill
      903308.000000,Arroyo de los Montoyas,          35.259208,        -106.603915,426,903308,Arroyo de los Montoyas,Arroyo,NM,35,Sandoval,43,351533N,1063614W,                 35,               -107,352505N,1065041W,35.41809,-106.845,1535,Bernalill
      903312.000000,Arroyo de Chilili,          34.934774,        -106.144468,427,903312,Arroyo de Chilili,Arroyo,NM,35,Bernalill,1,345605N,1060840W,                 35,               -106,345329N,1061342W,34.89139,-106.228,1951,Chilili
      903315.000000,Arroyo de Domingo Baca,          35.178377,        -106.604748,428,903315,Arroyo de Domingo Baca,Arroyo,NM,35,Bernalill,1,351042N,1063617W,                 35,               -107,351203N,1062628W,35.20088,-106.441,1548,Alameda
      903317.000000,Arroyo de Manzano,          34.648118,        -106.059460,429,903317,Arroyo de Manzano,Arroyo,NM,35,Torrance,57,343853N,1060334W,                 35,               -106,344047N,1062509W,34.67978,-106.419,1865,Mountaina
      903318.000000,Arroyo de San Francisco,          35.410037,        -106.443915,430,903318,Arroyo de San Francisco,Arroyo,NM,35,Sandoval,43,352436N,1062638W,                 35,               -106,351857N,1062247W,35.31587,-106.38,1564,San Felip
      903319.000000,Arroyo de San Jose,          35.016159,        -106.189192,431,903319,Arroyo de San Jose,Arroyo,NM,35,Torrance,57,350058N,1061121W,                 35,               -106,350058N,1061615W,35.01616,-106.271,2006,Edgewood
      903321.000000,Arroyo de Tajique,          34.707282,        -106.137518,432,903321,Arroyo de Tajique,Arroyo,NM,35,Torrance,57,344226N,1060815W,                 35,               -106,344515N,1061635W,34.75417,-106.276,1887,Ewing
      903330.000000,Arroyo del Cuervo,          34.694504,        -106.210852,433,903330,Arroyo del Cuervo,Arroyo,NM,35,Torrance,57,344140N,1061239W,                 35,               -106,344146N,1062023W,34.69611,-106.34,1930,Ewing
      903331.000000,Arroyo del Cuervo,          34.695892,        -106.568911,434,903331,Arroyo del Cuervo,Arroyo,NM,35,Valencia,61,344145N,1063408W,                 35,               -107,344153N,1062724W,34.69811,-106.457,1601,Tome NE
      903333.000000,Arroyo del Ojo del Orno,          35.332261,        -106.445581,435,903333,Arroyo del Ojo del Orno,Arroyo,NM,35,Sandoval,43,351956N,1062644W,                 35,               -106,351642N,1062602W,35.27833,-106.434,1693,Placitas
      903335.000000,Arroyo del Oso,          35.315318,        -106.436969,436,903335,Arroyo del Oso,Arroyo,NM,35,Sandoval,43,351855N,1062613W,                 35,               -106,351756N,1062452W,35.29889,-106.414,1748,Placitas
      903339.000000,Arroyo del Pino,          35.161155,        -106.605025,437,903339,Arroyo del Pino,Arroyo,NM,35,Bernalill,1,350940N,1063618W,                 35,               -107,351048N,1062511W,35.18004,-106.42,1547,Alameda
      903342.000000,Arroyo del Puerto,          35.337533,        -107.795058,438,903342,Arroyo del Puerto,Arroyo,NM,35,McKinley,31,352015N,1074742W,                 35,               -108,352621N,1075541W,35.4392,-107.928,2066,Dos Lomas
      903345.000000,Arroyo del Tuerto,          35.404759,        -106.378081,439,903345,Arroyo del Tuerto,Arroyo,NM,35,Sandoval,43,352417N,1062241W,                 35,               -106,352210N,1061613W,35.36948,-106.27,1625,San Felip
      903347.000000,Arroyo la Azabache,          35.643359,        -107.341992,440,903347,Arroyo la Azabache,Arroyo,NM,35,McKinley,31,353836N,1072031W,                 36,               -107,353031N,1072018W,35.50864,-107.338,1891,Canada Ca
      903352.000000,Arroyo Agua Sarca,          35.345316,        -106.524193,441,903352,Arroyo Agua Sarca,Arroyo,NM,35,Sandoval,43,352043N,1063127W,                 35,               -107,351534N,1062657W,35.25949,-106.449,1547,Bernalill
      903356.000000,Arroyo Alfredo Padilla,          35.622526,        -107.446994,442,903356,Arroyo Alfredo Padilla,Arroyo,NM,35,McKinley,31,353721N,1072649W,                 36,               -107,353922N,1073833W,35.65614,-107.643,1933,Mesa Cort
      903357.000000,Arroyo Armijo,          35.171155,        -106.314747,443,903357,Arroyo Armijo,Arroyo,NM,35,Bernalill,1,351016N,1061853W,                 35,               -106,350925N,1062437W,35.15699,-106.41,2007,Sandia Pa
      903362.000000,Arroyo Ca?neros,          35.310869,        -107.381715,444,903362,Arroyo Ca?neros,Arroyo,NM,35,McKinley,31,351839N,1072254W,                 35,               -107,352349N,1072337W,35.39698,-107.394,2480,Laguna Ca
      903365.000000,Arroyo Chavez,          35.547805,        -107.476162,445,903365,Arroyo Chavez,Arroyo,NM,35,McKinley,31,353252N,1072834W,                 36,               -107,353008N,1072747W,35.50222,-107.463,2000,Mesa Cort
      903366.000000,Arroyo Chico,          35.591695,        -107.186711,446,903366,Arroyo Chico,Arroyo,NM,35,McKinley,31,353530N,1071112W,                 36,               -107,353450N,1073107W,35.58058,-107.519,1804,Guadalupe
      903371.000000,Arroyo Colorado,          35.308373,        -106.437247,447,903371,Arroyo Colorado,Arroyo,NM,35,Sandoval,43,351830N,1062614W,                 35,               -106,351714N,1062544W,35.28722,-106.429,1768,Placitas
      903373.000000,Arroyo Coyote,          35.366427,        -106.359191,448,903373,Arroyo Coyote,Arroyo,NM,35,Sandoval,43,352159N,1062133W,                 35,               -106,351959N,1061027W,35.3331,-106.174,1676,Hagan
      903374.000000,Arroyo Cuchillo,          35.307540,        -106.317246,449,903374,Arroyo Cuchillo,Arroyo,NM,35,Sandoval,43,351827N,1061902W,                 35,               -106,351716N,1061616W,35.28778,-106.271,1762,Hagan
      903377.000000,Arroyo Gallina,          35.635026,        -107.350048,450,903377,Arroyo Gallina,Arroyo,NM,35,McKinley,31,353806N,1072100W,                 36,               -107,353614N,1072118W,35.60392,-107.355,1903,Canada Ca
      903378.000000,Arroyo Gato,          34.155619,        -107.239759,451,903378,Arroyo Gato,Arroyo,NM,35,Socorro,53,340920N,1071423W,                 34,               -107,340503N,1072413W,34.08423,-107.404,1909,Granite M
      903393.000000,Arroyo Landavaso,          34.098952,        -107.308926,452,903393,Arroyo Landavaso,Arroyo,NM,35,Socorro,53,340556N,1071832W,                 34,               -107,340429N,1072423W,34.07479,-107.406,2029,Arroyo La
      903397.000000,Arroyo Maria Chavez,          35.395593,        -106.475026,453,903397,Arroyo Maria Chavez,Arroyo,NM,35,Sandoval,43,352344N,1062830W,                 35,               -106,352053N,1062352W,35.34809,-106.398,1553,San Felip
      903398.000000,Arroyo Montosa,          34.167563,        -107.305315,454,903398,Arroyo Montosa,Arroyo,NM,35,Socorro,53,341003N,1071819W,                 34,               -107,340624N,1072527W,34.10673,-107.424,1991,Silver Hi
      903413.000000,Arroyo San Antonio,          35.091991,        -106.371135,455,903413,Arroyo San Antonio,Arroyo,NM,35,Bernalill,1,350531N,1062216W,                 35,               -106,350835N,1062108W,35.1431,-106.352,1951,Sedillo
      903416.000000,Arroyo Sarcio,          35.560027,        -107.490051,456,903416,Arroyo Sarcio,Arroyo,NM,35,McKinley,31,353336N,1072924W,                 36,               -107,353238N,1072429W,35.54389,-107.408,1975,Mesa Cort
      903417.000000,Arroyo Seccion,          35.653359,        -107.336436,457,903417,Arroyo Seccion,Arroyo,NM,35,McKinley,31,353912N,1072011W,                 36,               -107,353256N,1072304W,35.54892,-107.384,1883,Canada Ca
      903419.000000,Arroyo Seco,          35.266708,        -106.309191,458,903419,Arroyo Seco,Arroyo,NM,35,Sandoval,43,351600N,1061833W,                 35,               -106,351311N,1062347W,35.21977,-106.396,1832,Hagan
      903421.000000,Arroyo Seco,          33.632589,        -104.979980,459,903421,Arroyo Seco,Arroyo,NM,35,Lincoln,27,333757N,1045848W,                 34,               -105,334159N,1051847W,33.69981,-105.313,1391,White Fla
      903425.000000,Arroyo Serrano,          33.657866,        -105.008315,460,903425,Arroyo Serrano,Arroyo,NM,35,Lincoln,27,333928N,1050030W,                 34,               -105,333549N,1051613W,33.59703,-105.27,1418,Arroyo Se
      903426.000000,Arroyo Suela,          35.312262,        -106.436691,461,903426,Arroyo Suela,Arroyo,NM,35,Sandoval,43,351844N,1062612W,                 35,               -106,351735N,1062502W,35.29306,-106.417,1757,Placitas
      903428.000000,Arroyo Tierra Blanca,          35.311984,        -106.429191,462,903428,Arroyo Tierra Blanca,Arroyo,NM,35,Sandoval,43,351843N,1062545W,                 35,               -106,351824N,1062514W,35.30667,-106.421,1774,Placitas
      903429.000000,Arroyo Tonque,          35.445036,        -106.438082,463,903429,Arroyo Tonque,Arroyo,NM,35,Sandoval,43,352642N,1062617W,                 35,               -106,352100N,1061401W,35.35004,-106.234,1562,San Felip
      903430.000000,Arroyo Tuerto,          35.287541,        -106.271413,464,903430,Arroyo Tuerto,Arroyo,NM,35,Sandoval,43,351715N,1061617W,                 35,               -106,351654N,1060916W,35.28171,-106.154,1852,Hagan
      903431.000000,Arroyo U? de Gato,          35.351150,        -106.344747,465,903431,Arroyo U? de Gato,Arroyo,NM,35,Sandoval,43,352104N,1062041W,                 35,               -106,351827N,1061900W,35.3075,-106.317,1695,Hagan
      903432.000000,Arroyo Val Verde,          35.287541,        -106.271413,466,903432,Arroyo Val Verde,Arroyo,NM,35,Sandoval,43,351715N,1061617W,                 35,               -106,351525N,1061308W,35.25699,-106.219,1852,Hagan
      903435.000000,Arroyo Venada,          35.306151,        -106.568637,467,903435,Arroyo Venada,Arroyo,NM,35,Sandoval,43,351822N,1063407W,                 35,               -107,352138N,1064111W,35.36059,-106.686,1539,Bernalill
      903618.000000,Bear Arroyo,          35.155044,        -106.624192,468,903618,Bear Arroyo,Arroyo,NM,35,Bernalill,1,350918N,1063727W,                 35,               -107,350930N,1062507W,35.15838,-106.419,1523,Alameda
      903904.000000,Blackjack Arroyo,          35.288366,        -108.011729,469,903904,Blackjack Arroyo,Arroyo,NM,35,Cibola,6,351718N,1080042W,                 35,               -108,351832N,1080403W,35.30889,-108.068,2031,Prewitt
      904072.000000,Bread Springs Wash,          35.519745,        -108.821197,470,904072,Bread Springs Wash,Arroyo,NM,35,McKinley,31,353111N,1084916W,                 36,               -109,352311N,1083546W,35.38641,-108.596,1963,Gallup We
      904341.000000,Ca?da de la Miga,          34.759502,        -106.231687,471,904341,Ca?da de la Miga,Arroyo,NM,35,Torrance,57,344534N,1061354W,                 35,               -106,344746N,1061918W,34.79617,-106.322,1976,Milbourn
      904345.000000,Ca?da de la Perra,          34.788945,        -106.213910,472,904345,Ca?da de la Perra,Arroyo,NM,35,Torrance,57,344720N,1061250W,                 35,               -106,345025N,1061907W,34.84033,-106.319,1970,Milbourn
      904355.000000,Canada de las Lomitas,          35.607805,        -107.212267,473,904355,Canada de las Lomitas,Arroyo,NM,35,Sandoval,43,353628N,1071244W,                 36,               -107,353313N,1071738W,35.55364,-107.294,1811,Guadalupe
      904375.000000,Ca?da de Escabosa,          34.960050,        -106.236415,474,904375,Ca?da de Escabosa,Arroyo,NM,35,Bernalill,1,345736N,1061411W,                 35,               -106,345414N,1061711W,34.90394,-106.286,2116,Chilili
      904383.000000,Ca?da de Quirino,          33.422013,        -107.477259,475,904383,Ca?da de Quirino,Arroyo,NM,35,Sierra,51,332519N,1072838W,                 33,               -107,332655N,1073615W,33.44868,-107.604,1639,Monticell
      904402.000000,Ca?da de Chinchonte,          34.836166,        -106.219745,476,904402,Ca?da de Chinchonte,Arroyo,NM,35,Torrance,57,345010N,1061311W,                 35,               -106,345044N,1061623W,34.84561,-106.273,2012,Milbourn
      904430.000000,Ca?da Ancha,          34.705614,        -106.587523,477,904430,Ca?da Ancha,Arroyo,NM,35,Valencia,61,344220N,1063515W,                 35,               -107,344229N,1062859W,34.70811,-106.483,1576,Tome NE
      904438.000000,Ca?da Bonita,          34.455059,        -107.343094,478,904438,Ca?da Bonita,Arroyo,NM,35,Socorro,53,342718N,1072035W,                 34,               -107,344221N,1072214W,34.70589,-107.371,1761,La Jara P
      904443.000000,Ca?da Colorada,          34.891719,        -106.620857,479,904443,Ca?da Colorada,Arroyo,NM,35,Valencia,61,345330N,1063715W,                 35,               -107,345537N,1062616W,34.927,-106.438,1537,Hubbell S
      904465.000000,Ca?da Lagunita,          35.638915,        -107.269768,480,904465,Ca?da Lagunita,Arroyo,NM,35,Sandoval,43,353820N,1071611W,                 36,               -107,353504N,1071711W,35.58447,-107.286,1839,Canada Ca
      904468.000000,Ca?da la Vacas,          35.394754,        -107.638111,481,904468,Ca?da la Vacas,Arroyo,NM,35,McKinley,31,352341N,1073817W,                 35,               -108,352441N,1074234W,35.41139,-107.709,2171,San Lucas
      904474.000000,Ca?da Nervio,          35.342259,        -107.040595,482,904474,Ca?da Nervio,Arroyo,NM,35,Sandoval,43,352032N,1070226W,                 35,               -107,352246N,1071034W,35.37948,-107.176,1709,Puerco Da
      904479.000000,Ca?da Salada,          35.646415,        -107.304769,483,904479,Ca?da Salada,Arroyo,NM,35,Sandoval,43,353847N,1071817W,                 36,               -107,353548N,1071918W,35.59669,-107.322,1859,Canada Ca
      904491.000000,Ca?da Vivian,          33.459513,        -107.505037,484,904491,Ca?da Vivian,Arroyo,NM,35,Sierra,51,332734N,1073018W,                 33,               -108,332934N,1072833W,33.49285,-107.476,1698,Jaralosa
      904492.000000,Ca?da Viviancito,          33.456180,        -107.503926,485,904492,Ca?da Viviancito,Arroyo,NM,35,Sierra,51,332722N,1073014W,                 33,               -108,332806N,1072905W,33.4684,-107.485,1692,Jaralosa
      904635.000000,Ca?n Cencerro,          34.296728,        -107.375039,486,904635,Ca?n Cencerro,Arroyo,NM,35,Socorro,53,341748N,1072230W,                 34,               -107,341713N,1071750W,34.28694,-107.297,2094,Mesa Cenc
      904761.000000,Chupadero Arroyo,          36.391682,        -106.811149,487,904761,Chupadero Arroyo,Arroyo,NM,35,Rio Arrib,39,362330N,1064840W,                 36,               -107,362748N,1064918W,36.46333,-106.822,2072,Llaves
      905792.000000,Doctor Arroyo,          35.558082,        -107.538664,488,905792,Doctor Arroyo,Arroyo,NM,35,McKinley,31,353329N,1073219W,                 36,               -108,352941N,1073404W,35.49475,-107.568,1976,El Dado
      906387.000000,Freeland Arroyo,          34.483664,        -108.089227,489,906387,Freeland Arroyo,Arroyo,NM,35,Catron,3,342901N,1080521W,                 34,               -108,342645N,1075822W,34.44589,-107.973,2207,Tres Lagu
      906420.000000,Frost Arroyo,          35.171155,        -106.315025,490,906420,Frost Arroyo,Arroyo,NM,35,Bernalill,1,351016N,1061854W,                 35,               -106,351037N,1061619W,35.17694,-106.272,2007,Sandia Pa
      906914.000000,Hells Canyon Wash,          34.873109,        -106.670025,491,906914,Hells Canyon Wash,Arroyo,NM,35,Valencia,61,345223N,1064012W,                 35,               -107,345414N,1062601W,34.90394,-106.434,1490,Los Lunas
      908677.000000,Middle Arroyo,          33.576480,        -104.786920,492,908677,Middle Arroyo,Arroyo,NM,35,Chaves,5,333435N,1044713W,                 34,               -105,334402N,1051749W,33.73397,-105.297,1239,White Fla
      909051.000000,Nelson Wash,          35.273361,        -108.781473,493,909051,Nelson Wash,Arroyo,NM,35,McKinley,31,351624N,1084653W,                 35,               -109,351727N,1084228W,35.29086,-108.708,2129,Vanderwag
      909100.000000,Nogal Arroyo,          34.100622,        -106.880860,494,909100,Nogal Arroyo,Arroyo,NM,35,Socorro,53,340602N,1065251W,                 34,               -107,340402N,1070612W,34.06729,-107.103,1403,Socorro
      909691.000000,Pine Tree Wash,          35.412247,        -108.713416,495,909691,Pine Tree Wash,Arroyo,NM,35,McKinley,31,352444N,1084248W,                 35,               -109,352304N,1083642W,35.38447,-108.612,2081,Bread Spr
      909886.000000,Puertecito Arroyo,          33.799785,        -107.243923,496,909886,Puertecito Arroyo,Arroyo,NM,35,Socorro,53,334759N,1071438W,                 34,               -107,335122N,1071224W,33.85611,-107.207,1704,Puertecit
      910627.000000,San Isidro Arroyo,          35.580304,        -107.518663,497,910627,San Isidro Arroyo,Arroyo,NM,35,McKinley,31,353449N,1073107W,                 36,               -108,352705N,1073725W,35.45142,-107.624,1966,El Dado
      910703.000000,San Pedro Creek,          35.307540,        -106.317246,498,910703,San Pedro Creek,Arroyo,NM,35,Sandoval,43,351827N,1061902W,                 35,               -106,351016N,1061853W,35.17116,-106.315,1762,Hagan
      910752.000000,Sandia Wash,          35.269208,        -106.568915,499,910752,Sandia Wash,Arroyo,NM,35,Sandoval,43,351609N,1063408W,                 35,               -107,351450N,1062853W,35.24726,-106.481,1537,Bernalill
      911110.000000,Skeets Wash,          35.273361,        -108.831474,500,911110,Skeets Wash,Arroyo,NM,35,McKinley,31,351624N,1084953W,                 35,               -109,352054N,1084326W,35.34836,-108.724,2092,Vanderwag
      911710.000000,Tijeras Arroyo,          35.001160,        -106.651969,501,911710,Tijeras Arroyo,Arroyo,NM,35,Bernalill,1,350004N,1063907W,                 35,               -107,350540N,1061659W,35.09449,-106.283,1522,Albuquerq
      911757.000000,Torreon Arroyo,          33.818121,        -107.020033,502,911757,Torreon Arroyo,Arroyo,NM,35,Socorro,53,334905N,1070112W,                 34,               -107,335430N,1070530W,33.90833,-107.092,1610,Cienega R
      912344.000000,Whitewater Arroyo,          35.250025,        -109.112314,503,912344,Whitewater Arroyo,Arroyo,NM,35,McKinley,31,351500N,1090644W,                 35,               -109,352306N,1083627W,35.38503,-108.608,1883,Chafin We
      912545.000000,Zeufeldt Arroyo,          33.632589,        -104.979980,504,912545,Zeufeldt Arroyo,Arroyo,NM,35,Lincoln,27,333757N,1045848W,                 34,               -105,333601N,1051313W,33.60036,-105.22,1391,White Fla
      913632.000000,Arroyo Noria,          36.318912,        -105.781682,505,913632,Arroyo Noria,Arroyo,NM,35,Taos,55,361908N,1054654W,                 36,               -106,361938N,1055133W,36.32722,-105.859,2005,Carson
